id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_scores_rating
8371655,"Small and bright, close to Chapel",44123449,Megan,,Stonnington,-37.85614,145.00604,Entire home/apt,61,4,0,,,1,0,89
8372490,★PERFECT FOR FAMILIES★ 5 Mins CBD| Sleeps 6 | 2BD,7509953,Beyond A Room,,Melbourne,-37.80423,144.96623,Entire home/apt,104,1,85,14/02/19,1.98,98,312,87
8373129,Brunswick East- only 7kms from City,32465061,Kimba,,Moreland,-37.76502,144.97802,Private room,61,2,37,16/02/19,0.86,1,353,87
8375030,Outer Metro Melbourne 2,32741289,Rob,,Hume,-37.60799,144.92435,Private room,35,3,19,28/03/19,0.46,2,75,87
8375432,Sort term room rent in Princes Hill,44142350,Caroline,,Yarra,-37.78137,144.97005,Private room,23,12,0,,,1,0,95
8376313,Who could ask for Moore?!,10222443,Zoe,,Stonnington,-37.84635,144.99008,Entire home/apt,129,3,4,21/11/18,0.1,1,322,93
8377638,Modern apartment close to Swan St/MCG/Aust Open,2752510,Nicole,,Yarra,-37.82877,145.01277,Entire home/apt,114,2,30,11/02/19,1.42,1,129,100
8379278,Charming Docklands- suits one guest only,44159306,Sofia,,Melbourne,-37.8184,144.94647,Private room,75,1,90,18/03/19,2.17,2,36,98
8380498,B16. Boys shareroom $17/night,14967250,Jo,,Whitehorse,-37.81286,145.12517,Shared room,25,3,16,27/12/18,0.38,32,68,99
8391181,R&R in Yarra Valley & Dandenongs,44214721,Rob And Renee,,Maroondah,-37.78003,145.2903,Private room,89,1,0,,,1,268,95
8391641,Stylish & Quiet Apartment,11335611,Robbie,,Darebin,-37.7527,144.98389,Entire home/apt,108,7,34,02/01/19,0.85,2,297,85
8392614,CedarcrestB Tri-level family house,20779758,George,,Monash,-37.86427,145.17092,Private room,51,2,4,27/02/17,0.1,2,97,100
8394057,"Nice, quiet location close to beach",44229140,Josef,,Bayside,-37.9464,145.0288,Private room,25,1,1,27/10/15,0.02,1,0,95
8395757,Stunning 2BD Docklands Living,44236683,Angelo,,Melbourne,-37.81474,144.93994,Entire home/apt,145,3,107,02/10/18,2.5,1,126,83
8395816,"Perfect House In Fitzroy, Melbourne",13751407,Bianca,,Yarra,-37.79819,144.97759,Entire home/apt,91,2,1,25/09/15,0.02,1,0,87
8396607,Quiet room in a spacious apartment.,26128768,Mark,,Port Phillip,-37.86264,144.9977,Private room,49,3,23,26/01/19,0.54,1,0,97
8396886,"Location, Location, Location + Free WiFi",43250715,Sara,,Port Phillip,-37.86761,144.98011,Entire home/apt,115,2,119,07/04/19,2.88,2,291,96
8397923,"Noble Park,  tidy, friendly, secure room in home",44246057,Paul,,Greater Dandenong,-37.96192,145.18113,Private room,61,1,1,11/01/19,0.34,1,175,95
8398410,Sunny Blue Cottage South Melbourne,44246690,Morgan And Janet,,Port Phillip,-37.83748,144.96179,Entire home/apt,139,1,83,22/03/19,1.92,1,42,85
8398988,Small Apartment near Melbourne & St Kilda.,2730594,Andrew,,Port Phillip,-37.86909,144.99716,Entire home/apt,99,3,8,25/02/19,0.19,1,129,99
8408914,Verandah View Cottage Outdoor Spa on Private Deck,40237208,Stephen,,Yarra Ranges,-37.8151,145.37339,Entire home/apt,229,2,10,27/01/19,0.24,6,361,87
8409339,Luxury Forest Retreat - Sunset Cottage,40237208,Stephen,,Yarra Ranges,-37.81521,145.37267,Entire home/apt,241,2,8,23/11/18,0.2,6,364,97
8409461,Garden Suite Dandenong Ranges /Mount Dandenong,40237208,Stephen,,Yarra Ranges,-37.81538,145.37222,Private room,145,2,3,27/09/18,0.11,6,364,100
8409529,Honeymoon Suite  Dandenong Ranges/Mount Dandenong,40237208,Stephen,,Yarra Ranges,-37.81548,145.37412,Private room,160,2,3,04/11/18,0.12,6,364,94
8409645,"The Old Station Hotel,  rooftop,  city views",43537854,Tarine,,Port Phillip,-37.83492,144.94203,Entire home/apt,400,2,45,31/03/19,1.08,1,34,100
8411056,South Yarra 2 Bedroom Apartment,7025794,Jacqueline,,Stonnington,-37.83839,144.9983,Entire home/apt,131,4,1,09/12/15,0.02,1,0,99
8411412,Modern Apartment Close to Cricket Grounds and Epworth Hospital,44309512,Kanchi,,Yarra,-37.81598,144.99473,Entire home/apt,170,1,168,31/03/19,4.21,1,156,97
8412000,Stunning view - 3 Bedroom Townhouse,39093981,Don,,Greater Dandenong,-37.99227,145.20285,Entire home/apt,236,3,3,06/07/18,0.15,5,335,94
8414625,Luxury&Style Free parking+Wifi 708,44323684,Dawei,,Port Phillip,-37.85637,144.98349,Entire home/apt,115,1,166,19/03/19,3.86,9,74,100
8416972,Perfectly located Fitzroy apartment,17182590,Jonathan,,Yarra,-37.80309,144.9831,Entire home/apt,122,2,15,25/03/17,0.35,1,0,87
8418992,Gem in the burbs the heart of Melb!,16927244,Suzanna,,Banyule,-37.71688,145.07106,Private room,35,2,37,06/01/19,0.87,2,351,100
8427387,"Large Luxury 2 BR, 2 Bath St Kilda Rd -Free WIFI",43638330,Lilly,,Melbourne,-37.8409,144.97754,Entire home/apt,180,5,0,,,9,264,100
8427688,Short Term Stay in Box Hill,44380440,Tingting,,Whitehorse,-37.81649,145.12814,Private room,70,3,2,17/03/18,0.07,4,365,96
8427804,A basic housekeeping in Box Hill,44380440,Tingting,,Whitehorse,-37.81596,145.12804,Private room,80,3,1,27/11/16,0.03,4,364,97
8428482,Southbank Views 1BR Apartment FREE WIFI nearCasino,43638330,Lilly,,Melbourne,-37.82597,144.95743,Entire home/apt,155,7,1,02/10/18,0.16,9,179,100
8428576,Spacious Art Deco flat near station,1155195,Davina,,Port Phillip,-37.87281,144.99355,Entire home/apt,100,3,7,19/03/16,0.17,1,0,95
8428635,NEW Wyndel Southbank Views 2BR Apartment FREE WIFI,43638330,Lilly,,Melbourne,-37.82616,144.95633,Entire home/apt,198,14,0,,,9,179,99
8428902,Double Bed Private Bathroom Box Hill,44380440,Tingting,,Whitehorse,-37.81533,145.12884,Shared room,90,3,0,,,4,247,100
8429546,Master Bedroom - Victorian House,31638147,Bastian,,Yarra,-37.8009,144.98735,Private room,62,5,0,,,1,0,87
8435936,Luxury&Style Free parking+Wifi 707,44323684,Dawei,,Port Phillip,-37.85644,144.98392,Entire home/apt,120,1,229,24/03/19,5.33,9,329,100
8438649,5mins walk to Box Hill Central !,30709288,Joey,,Whitehorse,-37.81557,145.12622,Private room,100,1,0,,,1,365,93
8446730,"Explore Melbourne from a Relaxed, Urban Oasis",5821435,Veronica,,Port Phillip,-37.83543,144.96947,Entire home/apt,139,2,99,29/03/19,2.4,4,65,97
8446756,1 Bedroom Apartment - FREE WiFi,40081020,28+Nights,,Melbourne,-37.82577,144.96206,Entire home/apt,156,3,0,,,28,66,95
8447443,Luxury Top Floor #1 ~2bdm CBD ((Wi-Fi & Car Park)),23146639,Lance,,Melbourne,-37.81552,144.95527,Entire home/apt,142,1,179,12/03/19,4.16,4,44,87
8451849,"3 BR CBD Apartment with WiFi, Private Room 2",11135339,Ross,,Melbourne,-37.80998,144.96161,Private room,75,4,23,13/11/18,0.79,4,0,93
8452685,"Cosy 3 Bedroom, 2 Bath Apartment with Netflix/WiFi",11135339,Ross,,Melbourne,-37.8117,144.96194,Entire home/apt,235,1,22,23/03/19,0.53,4,49,98
8459927,"Light, spacious apartment",13760417,Joanne,,Moreland,-37.77291,144.96238,Entire home/apt,129,150,45,09/02/19,1.07,1,30,100
8461687,Southbank 2BR+POOL+BALCONY+VIEWS+GARAGE+WIFI+AC,50121,Frank & Vince,,Melbourne,-37.82607,144.95799,Entire home/apt,229,3,60,26/03/19,1.47,18,62,86
8461825,Room For Rent in Central CBD!!,6113547,Henry,,Melbourne,-37.81546,144.9606,Private room,90,3,0,,,2,0,87
8463341,Forevery,31816747,Caine,,Monash,-37.91956,145.1113,Entire home/apt,998,1,0,,,1,0,95
8466463,Affordable & comfortable city stay,15252801,Ricky,,Melbourne,-37.81001,144.96413,Private room,35,1,24,30/08/18,0.59,2,1,87
8473117,"2BD, toddler friendly close to everything!",7013721,Asaf,,Port Phillip,-37.86444,144.99141,Entire home/apt,120,9,4,26/11/17,0.22,1,358,94
8474988,Cosy and Quiet 2 B/Room Granny Flat,44631682,Lesley,,Frankston,-38.11048,145.17661,Entire home/apt,108,2,5,07/02/16,0.12,1,159,98
8476153,Contemporary room with ensuite,22666853,Kathy,,Maribyrnong,-37.79868,144.87567,Private room,30,3,0,,,1,0,90
8476518,CBD view One bedroom Free parking and Wifi,44323684,Dawei,,Port Phillip,-37.85603,144.98393,Entire home/apt,120,1,231,23/03/19,5.37,9,62,97
8477411,Charming modern cottage in St Kilda,29144028,Andrew And Fee,,Port Phillip,-37.85677,144.98578,Entire home/apt,200,2,1,02/01/17,0.04,1,364,87
8484713,Charming Victorian House in St Kilda,3123274,Dougal & Jan,,Port Phillip,-37.86263,144.97845,Entire home/apt,229,3,146,14/03/19,3.42,1,271,89
8486698,#Amazingly Located# 1BR Apt @Mel CBD & Best Views,44696362,Vince,,Melbourne,-37.80975,144.96198,Entire home/apt,99,1,262,03/04/19,6.12,5,139,100
8486829,Modern apartment 90m2,34638204,Julie,,Port Phillip,-37.83984,144.94067,Entire home/apt,84,14,1,11/03/16,0.03,1,0,90
8487571,Docklands - BrandNew facing ANZ/NAB,4248223,Alexandre,,Melbourne,-37.82068,144.94391,Private room,350,2,14,10/07/17,0.33,1,365,88
8487827,Private Self Contained Pool House,6708388,Gemma,,Monash,-37.90789,145.0845,Entire home/apt,61,2,80,27/02/19,2,1,258,89
8487981,Luxury 5-Star Family-Friendly or Student Living,10865398,Shayne & Jenny,,Monash,-37.8669,145.16242,Private room,59,1,45,16/01/19,1.05,5,365,95
8488160,"Port Melbourne luxury, water views.",11779929,Jeff,,Port Phillip,-37.84417,144.94043,Entire home/apt,241,2,12,29/09/18,0.28,1,364,99
8488852,Bedroom in popular Yarraville,44708295,Ben,,Maribyrnong,-37.82319,144.88227,Private room,75,2,0,,,2,363,96
8488905,House-Only 9 MINS to Melbourne CBD!,44708295,Ben,,Maribyrnong,-37.82227,144.88027,Entire home/apt,167,2,2,14/02/16,0.05,2,363,87
8489103,East Melbourne - AFL GF Location,37029803,Katie,,Melbourne,-37.81646,144.9884,Entire home/apt,500,1,0,,,1,0,100
8489238,One Bedroom Apartment at the Beach,4810945,Robert,,Hobsons Bay,-37.86954,144.8275,Entire home/apt,84,6,15,03/04/19,0.35,1,351,96
8489515,Boutique Zen Penthouse with Uninterrupted 180 Degree Views,36487352,Jenny,,Stonnington,-37.84559,144.99711,Entire home/apt,135,2,136,31/03/19,3.97,2,211,97
8490005,Peaceful  Convenient  Brunswick,44714671,Alisa,,Moreland,-37.76547,144.9504,Entire home/apt,90,1,8,17/09/16,0.19,1,0,100
8490321,Lavish Living in heart of Melb CBD *Pool/Wifi/Gym*,36605625,C & S,,Melbourne,-37.81473,144.95802,Private room,79,1,148,14/03/19,3.64,19,76,98
8490850,North Melbourne Townhouse,6691958,Ilana,,Melbourne,-37.8012,144.94527,Entire home/apt,300,7,0,,,1,0,87
8491087,PROSECCO: Fashionable 1BR Apartment,5383441,Mariam,,Yarra,-37.81897,145.00109,Entire home/apt,129,2,100,15/03/19,2.37,79,267,98
8491532,1BD Artist's Apartment in the Heart of Collingwood,39462212,Kate,,Yarra,-37.79848,144.98529,Entire home/apt,110,2,4,21/02/17,0.09,1,0,80
8491868,Coco Chapel Street Hideaway with Carpark,42352902,Alexandra,,Stonnington,-37.85296,144.99622,Entire home/apt,129,2,68,07/03/19,1.59,1,62,93
8494670,"Twin+Ensuite, CBD, MCG, Wifi, House",40097725,Scott,,Yarra,-37.80851,144.99451,Private room,80,1,15,22/05/17,0.35,10,0,92
8494774,Inner warehouse apartment,5101645,Jeremy,,Yarra,-37.82498,144.99109,Entire home/apt,151,1,202,31/03/19,4.84,1,151,89
8504902,Large luxury open plan living house,15712964,Janelle,,Kingston,-37.99103,145.0785,Entire home/apt,151,2,21,14/02/19,0.49,1,317,87
8505447,Sth Melbourne Tropical Retreat,4549913,Libby,,Port Phillip,-37.83997,144.94798,Entire home/apt,300,7,1,23/04/18,0.09,2,363,98
8506124,Unilodge College House,44791043,Xiao,,Melbourne,-37.80221,144.9648,Private room,200,1,0,,,1,0,95
8507815,Queen bedroom 2 min to Grand Prix,1125960,Cal,,Port Phillip,-37.83515,144.96813,Private room,96,2,1,17/03/19,1,2,0,100
8508569,Kangaroo Groun (Website hidden by Airbnb) Wombat Room,35452573,Karen And Pat,,Nillumbik,-37.69555,145.24595,Private room,84,1,20,09/03/19,0.53,2,365,87
8511028,BEST home for your stay,4811548,Wyn And Geoff,,Darebin,-37.72691,144.99196,Entire home/apt,151,3,95,27/03/19,2.32,1,294,100
8511826,Brunswick Haven close to EVERYTHING,13554817,Ahmarnya,,Moreland,-37.75668,144.96972,Private room,39,3,12,19/09/16,0.29,1,128,98
8512458,Designer apartment,44824539,Jonathan,,Port Phillip,-37.85825,144.98175,Entire home/apt,650,3,0,,,1,0,98
8513168,The skyhigh studio in Melbourne CBD + fireworks,35789055,Eden+Cony,,Melbourne,-37.81574,144.95364,Entire home/apt,99,1,176,26/03/19,4.13,35,68,87
8513851,"Grab a Coffee and Explore from a Cosy, Central Melbourne Pad",11369108,Aaron,,Melbourne,-37.81702,144.96669,Entire home/apt,180,4,94,08/03/19,2.2,1,135,60
8524116,Dapper apartment in Yarraville,41019419,Gemma,,Maribyrnong,-37.81615,144.89538,Entire home/apt,96,5,1,29/12/15,0.03,1,0,90
8524704,CHAPEL ST - MODERN CENTRAL STUDIO + WIFI + HEATING,34479339,Leila,,Stonnington,-37.84397,144.99457,Entire home/apt,99,2,96,19/08/18,2.25,3,0,95
8525840,Close Monash Uni Clayton Campus & Monash Hospital,193755,Marlous,,Monash,-37.90011,145.11494,Entire home/apt,167,2,78,14/03/19,1.86,1,325,96
8525857,FW Bella Apartment 38th Floor,5153300,Victor,,Melbourne,-37.82163,144.96316,Entire home/apt,400,3,16,10/07/18,0.38,1,320,100
8526007,Home away from home,12222362,Stephanie,,Stonnington,-37.85246,144.98598,Private room,61,3,0,,,1,0,100
8526224,Prahran BIG LUXE ART DECO 2BR+PARKING+WIFI+AC,50121,Frank & Vince,,Stonnington,-37.85848,145.00018,Entire home/apt,189,3,47,12/02/19,1.16,18,21,97
8526983,BAY & PARK VIEWS 2BD *WIFI+PARKING,1739996,Paul,,Port Phillip,-37.84034,144.97634,Entire home/apt,99,2,155,04/04/19,3.62,72,130,98
8530723,"Great location - near tram, trains & resteraunts",43249358,Benjamin,,Stonnington,-37.87747,145.05673,Entire home/apt,110,3,7,07/04/17,0.17,1,0,97
8532012,Central Melbourne Private Room 5,18633392,Yee,,Melbourne,-37.81393,144.95599,Private room,55,4,42,15/12/18,1,7,79,87
8532211,Central Melbourne Private Room 2,18633392,Yee,,Melbourne,-37.81453,144.95582,Private room,51,4,41,12/03/19,0.96,7,80,80
8540675,The Vale by STeSta,44962787,Jiqiang,,Moonee Valley,-37.75166,144.92498,Entire home/apt,205,2,28,09/03/19,0.65,1,297,87
8543844,Huge Double Room in Prahran for two,14333939,Gill,,Stonnington,-37.84618,144.98525,Private room,61,5,0,,,1,0,95
8544535,Luxury pad: The city is yours!,9392565,Sam,,Melbourne,-37.81051,144.96871,Private room,75,2,13,04/12/18,0.31,1,274,98
8545378,Modern and secure with city views,44982043,Danielle,,Moreland,-37.77762,144.97122,Entire home/apt,120,3,1,10/01/16,0.03,1,0,73
8545947,"Beautiful View, Close to the City",829346,Natalie,,Yarra,-37.78343,144.97777,Entire home/apt,137,2,6,25/08/17,0.14,1,0,87
8547571,SERENITY apt Carpark+Netflix+Gym+Heated Pool+BBQ,1410571,Vicky,,Melbourne,-37.8165,144.95316,Entire home/apt,183,2,162,17/03/19,3.79,4,14,95
8555125,Second gem in the burbs,16927244,Suzanna,,Banyule,-37.71825,145.06885,Private room,35,2,36,15/02/19,0.85,2,64,95
8558387,"Gorgeous, Sunny ,  large Inner North Gem (70sq)",9861209,Martina & Mick,,Melbourne,-37.78198,144.95833,Entire home/apt,110,7,46,30/10/18,1.08,5,190,87
8561082,Cozy and friendly short stay,45058081,Pipa,,Yarra,-37.77753,144.98254,Private room,61,6,0,,,1,0,100
8561235,MODERN PRIVATE STUDIO-Wetland Views,45058728,Verena And Aleks.,,Wyndham,-37.91295,144.73648,Entire home/apt,75,3,91,12/01/19,2.18,1,21,87
8561861,"Chic, Zen Apartment in Central Business District",1822316,Juls,,Melbourne,-37.81145,144.96085,Entire home/apt,190,3,195,25/03/19,4.58,1,324,83
8571651,BUNDOORA - INSTAWORTHY DECOR/GARDEN - WALK & TRAM,45112882,Sharon,,Darebin,-37.70493,145.05182,Entire home/apt,139,4,47,29/03/19,1.15,1,347,92
8571659,Amazing bay views on Collins street,31702277,Richard,,Melbourne,-37.81795,144.95412,Entire home/apt,151,28,104,13/02/19,2.5,2,33,87
8578037,"Beautiful view, quiet environment",45145681,George,,Manningham,-37.7566,145.17767,Private room,61,1,0,,,2,365,92
8582862,Cozy North Melbourne Apt Best Area.,37658199,Yuji And Claire,,Melbourne,-37.80065,144.9471,Private room,79,1,73,28/02/19,1.71,1,218,100
8583407,The room for traveller in the West,44617840,Simon,,Brimbank,-37.79029,144.84208,Private room,30,1,42,08/03/19,1.26,5,351,88
8583609,Testing website!,45108779,Travis,,Knox,-37.88798,145.24335,Private room,2000,2,0,,,1,365,98
8583907,Large apartment with city views,31490000,Benjamin,,Yarra,-37.83357,144.99602,Entire home/apt,599,1,0,,,1,0,100
8585100,Luxe Converted Warehouse,45181844,Chris,,Yarra,-37.79701,144.99002,Entire home/apt,450,4,1,27/01/16,0.03,1,0,93
8586684,Beautiful West Footscray Home,4981303,Anne,,Maribyrnong,-37.79063,144.88041,Entire home/apt,241,7,1,04/01/18,0.07,1,0,78
8589822,Cozy room in center of Melbourne,45201735,Dani,,Melbourne,-37.82544,144.96292,Private room,69,1,21,22/04/17,0.5,1,0,100
8590344,"Beach, City, Pool, Gym & Melbourne",3929156,Ray,,Port Phillip,-37.8438,144.94337,Entire home/apt,145,3,100,25/03/19,3.3,1,261,100
8596322,"Gorgeous 1BDR Apartment in Gertrude St, Fitzroy",45239300,Sophia,,Yarra,-37.80819,144.98049,Entire home/apt,100,1,8,04/04/19,0.6,1,124,98
8596572,1 BR apartment- heart of Fitzroy :),1996835,Niall,,Yarra,-37.79432,144.9825,Entire home/apt,90,3,6,03/01/17,0.15,1,0,60
8596945,Stone Haven-self contained Yarra Valley Guesthouse,36172263,Belinda,,Nillumbik,-37.68899,145.24623,Entire home/apt,132,1,235,26/03/19,7.55,1,81,87
8597221,Creative Get Away in Brunswick,1090573,Ola,,Moreland,-37.76471,144.96353,Entire home/apt,82,2,14,27/01/18,0.42,1,0,99
8597307,Grand Final Weekend,45244742,Jenny,,Melbourne,-37.82046,144.94714,Private room,500,1,0,,,1,0,100
8597423,Light-filled Homely Apartment,18055444,Delphine,,Port Phillip,-37.83427,144.96892,Entire home/apt,200,4,1,23/03/16,0.03,1,0,90
8598172,Central apartment w large balcony,45248561,Zak,,Port Phillip,-37.88884,144.98864,Entire home/apt,83,4,1,03/01/16,0.03,1,0,100
8601660,Perfect location!,16366475,Amy,,Melbourne,-37.78961,144.92698,Private room,46,1,66,23/03/19,1.61,1,81,99
8602364,Room to rent in spacious apartment,45264999,Niamh,,Stonnington,-37.83736,145.00203,Private room,38,1,1,15/11/15,0.02,2,0,93
8603499,Cozy private room and parking space,9455350,Alejandro & Jair,,Stonnington,-37.8386,144.9867,Private room,59,2,57,28/02/19,1.37,1,357,87
8603725,Great Environment,45268855,Luke,,Port Phillip,-37.84086,144.95685,Private room,80,1,0,,,1,0,91
8605511,Master BR at Full Service Apartment,24841695,Claire,,Port Phillip,-37.84813,144.97867,Entire home/apt,39,10,0,,,1,0,100
8613843,Splend Unit in Melbourne City,40644403,Guillaume (G),,Melbourne,-37.82427,144.96035,Entire home/apt,99,7,2,15/02/16,0.05,1,0,100
8614459,Rustic camping on the Yarra!,45316856,Adrienne,,Yarra Ranges,-37.723,145.77406,Shared room,35,1,34,11/03/19,0.81,1,83,97
8615166,Tennis Australian Open - Retreat Studio Apartment,45320564,Baxter,,Yarra,-37.82462,144.99148,Entire home/apt,139,1,2,19/01/17,0.05,1,0,92
8616749,Comfortable Bungalow set in garden.,41228535,Ian,,Brimbank,-37.78886,144.81499,Entire home/apt,66,1,240,06/04/19,5.91,1,344,100
8617176,Close to city and Airport - 2 double bed,45331541,Micheline,,Darebin,-37.73798,144.98678,Private room,55,1,26,23/03/19,0.68,2,365,87
8617654,Montpellier Petite B+B Healesville,45330454,Michelle,,Yarra Ranges,-37.65616,145.52152,Entire home/apt,151,2,23,17/03/19,0.58,5,343,100
8617664,Edwards Rose Healesville,45330454,Michelle,,Yarra Ranges,-37.65627,145.52069,Entire home/apt,241,2,19,09/03/19,0.48,5,336,97
8619716,Clean and quiet accommodation,28268663,Wendy,,Moonee Valley,-37.73059,144.86301,Private room,44,1,6,25/03/18,0.14,1,87,99
8620421,"Rooftop Spa's, cinema & gym  :)",30033440,James,,Stonnington,-37.84498,144.99664,Entire home/apt,198,2,1,20/10/15,0.02,1,0,100
8621952,"3 B/R (sleeps 7), off street park, wifi in Seddon",45352783,Jarrod,,Maribyrnong,-37.80609,144.89317,Entire home/apt,151,4,47,04/03/19,1.46,1,343,96
8623529,Domi Rentals - Carlisle Street Apartment,45356831,Domi,,Port Phillip,-37.8693,144.99743,Entire home/apt,135,14,37,27/12/18,0.92,42,340,94
8630463,"3 bedroom house, CBD fringe,Carlton",45390503,Daniel,,Melbourne,-37.80406,144.96861,Entire home/apt,350,5,1,16/04/17,0.04,1,364,95
8633922,★SOUTHBANK Crown Casino★ Pool | Rooftop BBQ | Gym,7509953,Beyond A Room,,Melbourne,-37.82715,144.9579,Entire home/apt,131,1,55,19/02/19,1.3,98,288,96
8635468,Walk To Sporting Precinct!,44387089,Charlie,,Yarra,-37.82841,144.98896,Entire home/apt,180,2,13,17/03/19,0.34,1,17,83
8637666,Hotel Style Room: Sep. garden entry,10739131,Lili,,Glen Eira,-37.89663,145.04001,Entire home/apt,69,1,67,25/03/18,1.58,2,262,98
8637964,Private Room in Beautiful Area,20785919,Dame & Sarah,,Maribyrnong,-37.80895,144.88843,Private room,55,1,0,,,1,0,87
8638528,Private room near CBD - Carlton VIC,45403254,Alexander,,Melbourne,-37.80338,144.96464,Private room,53,1,0,,,1,0,98
8654300,CBD Studio on 17th floor,45481752,Peter,,Melbourne,-37.81017,144.95924,Private room,120,90,19,14/01/17,0.45,1,0,87
8654594,Spacious rm 9min Airport 30min City,45482644,Cherlyn,,Hume,-37.62699,144.87557,Private room,44,1,134,30/03/19,3.17,1,365,96
8654783,Californian Bungalow 1933 Preston (Pet Friendly),20957523,Maurice,,Darebin,-37.7405,145.01232,Entire home/apt,155,2,35,15/03/19,0.98,1,361,100
8656155,Room for rent in Thornbury flat,45489433,Emily,,Darebin,-37.75748,145.01194,Private room,27,7,0,,,1,0,99
8659725,top floor apartment 300m from crown,45502562,Grant,,Melbourne,-37.82693,144.95899,Entire home/apt,196,3,18,19/03/19,0.46,1,148,100
8660343,A little gem in North Melbourne,16118947,Marco,,Melbourne,-37.80135,144.94932,Entire home/apt,80,4,8,31/12/18,0.19,1,0,96
8664420,"GREAT LOCATION,  NEWLY RENOVATED",45520759,Rene Lehner & Justine Rolfe,,Yarra,-37.80715,144.97871,Entire home/apt,100,2,0,,,1,0,94
8672552,Luxury Apartment with an Exceptional View of the Shrine,31946786,Sandra,,Port Phillip,-37.83043,144.9696,Entire home/apt,170,2,192,26/03/19,4.56,1,259,95
8672740,3 level townhouse /w own rooftop!,45555095,Tiane,,Melbourne,-37.80141,144.95825,Entire home/apt,129,2,111,16/03/19,2.64,3,49,99
8672957,"Stunning luxury apt,  great views!",5138361,Bronnie And Neil,,Melbourne,-37.82231,144.96598,Entire home/apt,301,2,124,23/03/19,2.94,29,39,100
8673047,Light & Spacious Townhouse,31435736,Chanel,,Moreland,-37.76442,144.95649,Private room,39,1,16,16/05/18,0.5,1,0,97
8673883,South Melbourne Apartment with view,45561051,Carolyn,,Melbourne,-37.829,144.96955,Entire home/apt,350,2,3,30/12/17,0.08,1,355,98
8678953,Three rooms with private bathrooms,28366718,Lily,,Boroondara,-37.79663,145.07708,Private room,58,1,7,19/01/19,0.45,1,0,87
8679089,公园中的独立小院,43249192,Jane,,Manningham,-37.7896,145.14868,Entire home/apt,108,3,0,,,1,97,100
8679159,Private room 8 Kms from CBD,6287320,Ankit,,Maribyrnong,-37.7677,144.90008,Private room,45,1,1,07/11/15,0.02,1,0,98
8679329,Sunny 2 bdr Glenhuntly Rd Caulfield,4421638,Tom,,Glen Eira,-37.88765,145.03395,Entire home/apt,139,4,59,12/03/19,1.46,2,182,99
8679504,"Spacious2bedroom apt,prime location",45264999,Niamh,,Stonnington,-37.8391,145.0012,Entire home/apt,500,7,4,04/04/16,0.09,2,179,97
8688440,SPECIAL! 2BR Apartment Ringwood Melbourne,45619058,Fong & Fong,,Maroondah,-37.81061,145.22293,Entire home/apt,120,2,115,16/02/19,2.74,2,320,98
8688817,West Footscray Family House,42354862,George,,Maribyrnong,-37.79968,144.87709,Entire home/apt,145,2,1,25/10/15,0.02,1,0,96
8690704,Luxury Apartment,45623201,Richard,,Boroondara,-37.82446,145.04167,Entire home/apt,96,3,92,05/03/19,2.23,1,121,96
8690776,"HIAWATHA 12 People ""POOL"" SPA""",45330454,Michelle,,Yarra Ranges,-37.65649,145.5213,Entire home/apt,744,2,19,07/04/19,0.51,5,332,96
8691622,Charming Vintage Home,43980549,Rina,,Yarra Ranges,-37.66834,145.52797,Entire home/apt,129,2,75,30/03/19,1.88,1,352,100
8691842,Secret Cottage Healesville,45330454,Michelle,,Yarra Ranges,-37.657,145.52704,Entire home/apt,160,2,23,20/01/19,0.64,5,351,85
8703668,Heart of Caulfield South,32116316,Elisheva,,Glen Eira,-37.88567,145.02003,Entire home/apt,100,2,9,07/07/16,0.22,1,0,99
8704300,Ground floor apartment in Toorak,42164197,Ian,,Stonnington,-37.84584,145.01139,Entire home/apt,137,3,1,25/01/16,0.03,1,0,96
8704450,"Melbourne, close to St Kilda & CBD",13844729,Luis,,Port Phillip,-37.86169,144.98282,Entire home/apt,120,4,0,,,2,0,97
8704454,Natural Bright Apartment w Outstanding Sunset View,23146639,Lance,,Melbourne,-37.81417,144.94701,Entire home/apt,189,1,1,25/12/18,0.29,4,0,96
8704879,Bright modern private room & bathroom with views,42749928,Ally,,Yarra,-37.81781,145.01257,Private room,70,1,44,05/02/19,1.04,2,331,94
8705621,A fully furnished home for a family,45700523,Joseph Martin,,Melton,-37.79083,144.54929,Entire home/apt,96,1,0,,,1,0,80
8705779,Heart of Melbourne CBD,45701146,Lynn,,Melbourne,-37.81071,144.9646,Shared room,59,1,137,25/03/19,3.22,1,352,97
8706349,Large 5br house - 3 rooms available,45703581,Adam,,Whittlesea,-37.57946,145.13672,Private room,70,1,11,25/01/19,0.26,1,358,87
8706662,"Central Melb CBD, Collins St 2bedrm",43248352,Lisa,,Melbourne,-37.81597,144.96756,Entire home/apt,182,3,115,23/03/19,2.7,2,166,87
8719532,Thornbury House,45765410,Katherine,,Darebin,-37.75606,144.99847,Entire home/apt,125,7,8,04/02/17,0.21,1,0,91
8719935,"Big, Modern, Convenient Apartment",31106470,Elise,,Moonee Valley,-37.7829,144.92231,Entire home/apt,100,1,36,05/03/19,0.86,1,97,98
8719959,The Scientist's Studio,2246291,Vincent,,Melbourne,-37.81733,144.96141,Entire home/apt,122,1,210,30/03/19,5.08,3,299,96
