id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_scores_rating
9835,Beautiful Room & House,33057,Manju,,Manningham,-37.77268,145.09213,Private room,61,1,4,12/09/15,0.04,1,365,90
10803,Room in Cool Deco Apartment in Brunswick East,38901,Lindsay,,Moreland,-37.76651,144.98074,Private room,35,3,122,01/04/19,1.61,1,188,87
12936,St Kilda 1BR+BEACHSIDE+BALCONY+GARAGE+WIFI+AC,50121,Frank & Vince,,Port Phillip,-37.85976,144.97737,Entire home/apt,159,3,23,31/03/19,0.22,18,164,94
15246,Large private room-close to city,59786,Eleni,,Darebin,-37.75897,144.98923,Private room,51,2,29,15/05/17,0.29,3,0,94
16760,Melbourne BnB near City & Sports,65090,Colin,,Port Phillip,-37.86453,144.99224,Private room,69,1,71,27/03/19,0.8,1,264,90
38271,Melbourne - Old Trafford Apartment,164193,Daryl,,Casey,-38.05725,145.33936,Entire home/apt,99,1,122,30/03/19,1.2,1,358,97
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,,Darebin,-37.69729,145.00082,Private room,51,7,159,22/08/18,1.56,3,0,94
43414,Home In The City,189682,Belinda,,Melbourne,-37.81027,144.98592,Private room,100,1,4,26/01/19,0.28,1,36,93
43429,Tranquil Javanese-Style Apartment in Oakleigh East,189684,Allan,,Monash,-37.8996,145.11447,Entire home/apt,99,2,183,29/03/19,1.8,1,235,97
44082,Queen Room in Beautiful House,193031,Vicki,,Frankston,-38.14932,145.14157,Private room,69,4,30,19/03/19,0.3,6,357,99
47100,Très Charming in Fabulous Richmond,212071,Loren,,Yarra,-37.81804,145.00442,Entire home/apt,99,5,177,28/12/18,1.69,4,0,98
50492,St Kilda CENTRAL LUXE 2BR+PRIVATE COURTYARDS+WIFI,50121,Frank & Vince,,Port Phillip,-37.86127,144.98038,Entire home/apt,189,3,55,19/03/19,0.71,18,138,97
51592,Central City Warehouse Apartment,190879,Michelle,,Melbourne,-37.81486,144.96267,Entire home/apt,249,2,207,31/03/19,2.09,1,346,99
58055,By the park,277353,Loretta,,Bayside,-37.92959,145.02568,Private room,45,2,18,22/10/18,0.18,3,365,85
62606,A Room Near the Park,277353,Loretta,,Bayside,-37.92817,145.02518,Private room,39,2,21,29/11/18,0.21,3,348,84
65432,Garden Views,277353,Loretta,,Bayside,-37.92979,145.02548,Private room,44,2,43,20/12/18,0.43,3,364,81
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,50121,Frank & Vince,,Yarra,-37.82092,144.99384,Entire home/apt,139,3,50,28/03/19,0.51,18,171,95
67211,"Kew Tranquility, Melbourne",326880,Kate,,Boroondara,-37.8037,145.03396,Private room,45,2,156,07/04/19,1.57,1,347,95
68036,Classic Fitzroy Terrace (w/ cat) - walk to Tennis,336319,Andre,,Yarra,-37.80312,144.9766,Entire home/apt,160,5,27,22/01/18,0.29,1,250,98
68411,Large Bayside suburban house,334095,Alec,,Bayside,-37.93206,145.0146,Entire home/apt,300,1,0,,,1,0,93
68482,Charming house inner Melbourne,59786,Eleni,,Darebin,-37.75861,144.98928,Entire home/apt,139,5,5,06/01/16,0.08,3,0,95
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,Wendy,,Yarra,-37.78784,145.00548,Entire home/apt,180,2,1,10/01/16,0.03,1,365,100
70004,King Single in Beautiful House,193031,Vicki,,Frankston,-38.14931,145.1419,Private room,59,4,31,05/03/19,0.5,6,358,100
72576,"Stunning Fitzroy, own level + bathroom.  No Ikea!",376675,Ramona,,Yarra,-37.80689,144.97946,Private room,120,3,456,27/03/19,4.68,2,230,98
74548,City Location-Perfect for Singles,392505,Mario,,Melbourne,-37.8155,144.95894,Private room,63,2,386,07/04/19,3.93,1,256,95
74715,"Northcote, A Classic in Melbourne",392594,Walter,,Darebin,-37.77258,145.00994,Private room,65,2,90,17/03/19,0.92,3,163,99
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,,Port Phillip,-37.84028,144.93595,Private room,96,2,90,30/03/19,0.94,1,362,96
76867,"City's edge Penthouse - private bath, views!",410806,Judy,,Port Phillip,-37.83229,144.96845,Private room,84,2,240,15/03/19,2.44,1,156,97
78143,2 bedrooms-ideal for friends/family,419767,Julie,,Stonnington,-37.8531,144.99012,Private room,99,2,130,22/03/19,1.36,1,344,94
80986,Richmond CENTRAL PARK EDGE 1BR +PARKING+WIFI,50121,Frank & Vince,,Yarra,-37.81639,145.00262,Entire home/apt,120,3,57,16/03/19,0.62,18,171,99
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.86971,145.00662,Entire home/apt,110,28,6,20/03/19,0.36,1,266,97
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81639,144.96652,Entire home/apt,139,2,230,01/04/19,2.42,1,340,95
111001,Double Guest Room Ensuited,569413,Dina,,Port Phillip,-37.83739,144.96637,Private room,80,2,27,11/02/19,0.3,12,339,86
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99107,145.07643,Entire home/apt,90,2,71,25/03/19,0.78,2,269,100
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,,Port Phillip,-37.84317,144.94031,Entire home/apt,120,30,13,13/02/18,0.15,2,234,98
136510,Private Room,668249,Shirley,,Melbourne,-37.77919,144.94041,Private room,45,1,10,23/09/18,0.6,1,0,74
144236,"Lux Apartment, Australian Open",699180,Peter,,Melbourne,-37.84499,144.97929,Private room,245,2,0,,,1,365,96
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,Ramona,,Yarra,-37.80508,144.97942,Private room,90,3,501,04/04/19,5.34,2,128,93
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90605,145.35069,Entire home/apt,160,1,30,16/03/19,0.33,2,321,95
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49766,Entire home/apt,80,2,210,17/03/19,2.27,1,212,90
163077,Elwood CHIC 1BR+WALK TO VILLAGE+PARKING+WIFI,50121,Frank & Vince,,Port Phillip,-37.87959,144.99165,Entire home/apt,139,3,42,23/03/19,0.46,18,156,93
167067,Convenient Spot in Mt Waverley,796181,John,,Monash,-37.87146,145.12984,Private room,45,4,70,16/03/19,0.76,1,71,99
171291,On the Beach. Melbourne Beach Front,503485,Carmen,,Port Phillip,-37.85291,144.96049,Entire home/apt,200,3,8,20/01/19,0.19,1,0,97
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76315,144.98578,Private room,37,1,17,11/05/18,0.18,1,0,96
189128,"Double Room, Private Bathroom, Breakfast & Air Con",668611,Toni,,Boroondara,-37.8176,145.05913,Private room,61,1,83,24/02/19,1.07,2,166,95
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69879,145.00193,Private room,30,2,1,07/05/17,0.04,3,0,96
189406,Position Perfect - Richmond,913736,Danielle & Ruth,,Yarra,-37.81758,144.99833,Entire home/apt,160,3,17,31/12/18,0.2,10,69,92
189434,PositionPerfect Carlton Paris Style,913736,Danielle & Ruth,,Melbourne,-37.7987,144.96671,Entire home/apt,160,3,38,09/03/19,0.49,10,70,88
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86898,145.02775,Private room,58,3,21,03/10/18,0.23,2,6,97
213348,Large room in quiet Victorian home,689924,Adrian,,Port Phillip,-37.85874,144.98633,Private room,70,3,3,25/03/18,0.1,1,365,99
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.7137,145.1238,Private room,30,1,0,,,1,0,97
215787,5 mins Melbourne CBD in Richmond. ,700065,Marilyn,,Yarra,-37.81861,144.98996,Entire home/apt,93,30,42,07/12/18,0.47,1,334,100
227028,Flinders Lane Architecturally Designed Apartment,1184368,Dan,,Melbourne,-37.81571,144.96748,Entire home/apt,220,2,77,11/02/19,0.9,1,210,94
227964,Bohemian Bungalow in Brunswick,1165452,Julie,,Moreland,-37.76957,144.97048,Private room,90,7,7,10/09/14,0.08,1,363,96
229430,ROOM IN MODERN TOWNHOUSE Melbourne ,1198300,Daniela,,Boroondara,-37.82995,145.05102,Private room,49,2,23,25/04/15,0.26,1,6,95
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90514,145.35261,Entire home/apt,139,1,65,31/03/19,1.17,1,317,93
232088,Melbourne 2  Bedrooms 2 Bathrooms FULL Kitchen,1214242,Mal,,Moreland,-37.71003,144.95157,Entire home/apt,77,2,14,21/02/18,0.16,3,298,93
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.7857,144.95616,Entire home/apt,190,2,8,28/02/18,0.09,1,342,91
234407,Gorgeous Peace btw City and Airport,1227462,Libya,,Moreland,-37.70809,144.94755,Private room,61,1,44,27/10/18,0.48,1,365,95
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80507,144.9519,Entire home/apt,155,2,63,15/02/19,0.77,1,331,100
241263,Modern apartment with amazing views,1345462,Gloria,,Melbourne,-37.78128,144.95618,Private room,90,1,201,03/03/19,2.3,1,340,97
244872,Cool spot near chapel st!,605990,Jenny,,Stonnington,-37.85077,145.01013,Private room,73,1,0,,,1,365,95
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80403,144.97908,Entire home/apt,125,2,266,25/03/19,2.94,1,48,93
246337,"Walk MCG,CBD,,R'mond shop thru park",1292150,Elaine,,Melbourne,-37.81104,144.98956,Private room,84,1,61,20/03/19,0.71,2,365,83
247006,Albert Park: Between St Kilda & CBD - Perfect spot,538647,Chris,,Port Phillip,-37.84506,144.9571,Private room,91,2,134,16/03/19,1.48,1,86,95
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.817,144.9767,Entire home/apt,225,3,70,26/03/19,0.78,1,337,96
248235,HUGE newly renovated home with pool,1300846,Ayelet,,Glen Eira,-37.86392,145.01737,Entire home/apt,419,5,10,12/01/19,0.13,1,101,98
252381,Elwood VILLAGE VIBE 1BR+BEACHSIDE+PARKING+WIFI,50121,Frank & Vince,,Port Phillip,-37.88603,144.98823,Entire home/apt,129,3,46,24/03/19,0.52,18,165,93
256186,Collingwood 2 bedrm Warehouse Apt ,1344893,Hoang And Michael,,Yarra,-37.80176,144.98473,Entire home/apt,120,7,129,01/04/19,1.47,1,304,94
257149,Sunny 2BR Melbourne flat 7kms CBD,504534,Lanie,,Darebin,-37.76294,144.9964,Entire home/apt,129,2,105,09/02/19,1.18,1,337,95
257915,Central Apartments in Melbourne ,569413,Dina,,Melbourne,-37.82525,144.96145,Entire home/apt,699,2,41,09/03/19,0.47,12,357,93
262020,Deco luxury on Botanic Gardens!!,1374781,Jack,,Melbourne,-37.83275,144.98606,Entire home/apt,160,7,110,19/01/19,1.26,1,0,98
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.81695,144.96295,Entire home/apt,124,14,37,27/01/19,0.49,1,327,97
267678,Stylish Sunny Apartment with Designer Finishes,1403667,Ben,,Stonnington,-37.85302,144.99628,Entire home/apt,145,3,55,31/08/18,0.62,1,132,92
268525,Home 20mins (CBD) near Box Hill,1179603,Anita,,Whitehorse,-37.8129,145.14081,Private room,39,90,0,,,1,88,93
268620,nice room ,1407948,Richard,,Melton,-37.73994,144.73881,Private room,72,1,0,,,1,365,91
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,,Stonnington,-37.83692,144.99285,Entire home/apt,115,1,387,17/03/19,4.34,2,34,87
277605,Angelus Retreat @ Mount Dandenong ,1448773,Margaret Jiin,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,200,2,5,21/05/18,0.06,2,363,98
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,Frank & Vince,,Port Phillip,-37.87384,144.98861,Entire home/apt,198,3,46,17/03/19,0.72,18,157,94
283257,sunlit studio down a quiet laneway,1475619,Lulu,,Yarra,-37.8044,144.98213,Entire home/apt,139,3,100,07/04/19,1.86,1,212,98
284210,Fitzroyalty - luscious living in the heart of it,1480426,Kate,,Yarra,-37.7985,144.97883,Entire home/apt,145,4,31,30/11/18,0.51,2,0,98
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,250,2,3,11/06/18,0.07,2,365,93
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78484,144.75625,Private room,45,1,252,01/04/19,2.87,9,355,93
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,,Kingston,-37.94,145.09679,Private room,32,2,55,11/03/19,0.65,1,219,98
307615,Queen BR + Private Bathroom in Huge CBD Apartment,1582716,Sharyn,,Melbourne,-37.80847,144.96606,Private room,75,1,101,19/02/19,1.15,2,311,80
307630,Queen-bed Room in Huge CBD Warehouse Apartment,1582716,Sharyn,,Melbourne,-37.80815,144.96621,Private room,75,1,122,26/12/17,1.4,2,0,94
309093,3 Level Loft with Views close to City,1349266,Adam,,Yarra,-37.81973,145.00078,Entire home/apt,249,2,5,23/03/19,1.52,1,253,98
310594,Cosy nest in vibrant eclectic area,1597828,Bridget,,Yarra,-37.80523,144.99518,Entire home/apt,125,2,130,03/04/19,1.48,1,161,97
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.81245,144.98576,Entire home/apt,110,4,46,06/01/18,0.53,6,324,93
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.7831,144.75774,Private room,45,1,91,02/04/19,1.04,9,354,93
317239,Inner City Home-12 mins by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82989,144.87123,Private room,158,3,0,,,1,365,95
317351,** SPECIAL ** Bright & Spacious StKildaEast **,721348,Living Like Locals,,Port Phillip,-37.86559,145.00471,Entire home/apt,125,7,46,22/03/19,0.56,2,226,100
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.86171,145.02103,Private room,61,1,46,23/01/19,0.55,3,365,94
331605,3 Bedroom Apartment MT111,569413,Dina,,Melbourne,-37.82348,144.9618,Entire home/apt,357,1,81,17/03/19,1.01,12,331,93
334678,Room + Own Bathroom - 7km from city,1704562,Kate,,Maribyrnong,-37.80089,144.89165,Private room,65,2,4,27/02/19,1.67,1,318,93
334891,Attractive room in leafy Deepdene,1705701,Veruschka,,Boroondara,-37.81285,145.06378,Private room,75,1,4,23/02/19,0.08,1,365,93
344458,St Kilda Gardens Executive Living,1710397,Darryl,,Port Phillip,-37.87161,144.98448,Entire home/apt,326,3,5,25/09/18,0.06,33,298,97
357740,House in Pristine Coastal Village,1810523,Viktoria,,Casey,-38.22443,145.30893,Shared room,59,1,26,01/03/19,0.61,1,336,93
361613,"Walk CBD, MCG through gardens(1or2)",1292150,Elaine,,Melbourne,-37.81281,144.98821,Private room,110,1,43,21/03/19,0.57,2,365,96
363060,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,Rovielle,,Wyndham,-37.84545,144.71638,Private room,70,3,0,,,1,365,93
363278,Fitzroy: Tiny stone cottage,1835785,Alan,,Yarra,-37.80256,144.98281,Private room,70,1,215,23/03/19,2.63,1,342,89
366848,Your Own Place in Central Melbourne,1852215,Trevor,,Melbourne,-37.81133,144.97276,Entire home/apt,129,6,21,08/09/16,0.24,1,0,88
376421,A fantastic B&B in Heidelberg Melbourne,1892688,Brett,,Banyule,-37.75304,145.07014,Private room,175,1,3,18/11/17,0.05,1,362,86
381690,Renovated Art Deco fully furnished,1914257,Shelly,,Port Phillip,-37.86393,144.99824,Entire home/apt,114,1,30,26/01/19,0.38,1,316,93
385782,Dixons Bakery,1930965,David,,Port Phillip,-37.8453,144.9555,Entire home/apt,110,5,16,26/03/18,0.19,2,5,87
386252,"Room for rent, townhouse in Kew",381584,F,,Boroondara,-37.80883,145.03969,Shared room,100,30,0,,,1,365,93
394600,"4/2 Pottery Court Brunswick, Melbourne",485320,Julie,,Moreland,-37.7691,144.95304,Entire home/apt,120,2,200,04/04/19,2.36,1,309,97
397285,Style in the Heart of Caulfield,1710397,Darryl,,Glen Eira,-37.88129,145.02251,Entire home/apt,326,3,8,19/01/19,0.17,33,192,94
402105,Spacious Bayside Lifestyle,1710397,Darryl,,Glen Eira,-37.88162,144.99832,Entire home/apt,412,3,15,19/03/19,0.21,33,266,93
403580,Heritage Listed House Close To Park,2012806,Anthony,,Melbourne,-37.79973,144.97188,Private room,84,3,54,10/03/19,0.66,1,346,98
403876,Luxurious Self Contained Pool House,2014143,Abby,,Stonnington,-37.84167,145.03505,Entire home/apt,135,3,195,24/03/19,2.46,1,141,92
406997,Spacious Rm for you or couple 2/43,2027601,Bill,,Stonnington,-37.88374,145.0609,Private room,49,3,46,10/02/19,0.54,14,68,97
411059,Classic and Contemporary Apartment on Collins St,1435566,Sunny,,Melbourne,-37.81645,144.96055,Entire home/apt,135,2,386,18/03/19,4.57,1,262,100
414093,Penthouse St Kilda Style,1710397,Darryl,,Port Phillip,-37.87052,144.97964,Entire home/apt,426,3,21,17/03/19,0.32,33,279,90
415272,"Great location! Easy access to CBD, Aus. Open.",228082,Mem,,Boroondara,-37.84534,145.05335,Private room,61,1,0,,,1,365,93
415776,Expansive City Views POOL SPA GYM!!,2067875,Kate,,Stonnington,-37.8379,144.99696,Private room,82,1,108,25/03/18,1.34,2,0,95
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,,Moonee Valley,-37.78485,144.92751,Entire home/apt,151,7,3,30/07/16,0.04,1,0,97
432113,Split Level City Centre Apartment + free parking,2148869,Marian And Alan,,Melbourne,-37.8269,144.96805,Entire home/apt,151,6,90,30/03/19,1.07,1,310,91
433779,Room with private courtyard 7,2027601,Bill,,Stonnington,-37.88344,145.06115,Private room,45,3,43,14/02/19,0.52,14,121,99
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,,Boroondara,-37.82406,145.05656,Entire home/apt,200,10,4,30/12/17,0.06,1,0,98
438899,Uber-Cool Loft - South Melbourne + Crossfit gym,1777499,Richard,,Port Phillip,-37.83359,144.9648,Entire home/apt,300,2,180,01/01/19,2.27,2,359,86
448006,Smart Modern St Kilda,1710397,Darryl,,Port Phillip,-37.87148,144.98454,Entire home/apt,326,3,8,22/07/18,0.21,33,215,96
448017,Garden Views On Herbert,1710397,Darryl,,Port Phillip,-37.87128,144.98423,Entire home/apt,326,3,14,23/03/18,0.18,33,316,89
448041,St Kilda Garden Views,1710397,Darryl,,Port Phillip,-37.87133,144.9827,Entire home/apt,326,3,11,27/05/18,0.15,33,280,98
449585,Need Luxury Homebase in Melbourne 1,2232579,Nola,,Boroondara,-37.80491,145.05325,Private room,100,1,29,03/03/18,0.38,3,342,100
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,,Boroondara,-37.79559,145.07892,Private room,39,1,0,,,5,12,97
456950,St Kilda Bay Views,2271938,Harry,,Port Phillip,-37.85397,144.98198,Entire home/apt,291,5,3,15/02/16,0.05,1,365,83
458168,Smart Modern in St Kilda,1710397,Darryl,,Port Phillip,-37.87274,144.98306,Entire home/apt,326,3,2,01/04/18,0.09,33,281,93
458182,Caulfield Executive Apartment,1710397,Darryl,,Glen Eira,-37.88197,145.02401,Entire home/apt,326,3,6,24/09/17,0.12,33,336,85
464528,"BOUTIQUE STAYS - Zinc 501, Amazing Views",760849,Boutique Stays Accommodation Group,,Port Phillip,-37.84414,144.93913,Entire home/apt,366,5,4,20/02/19,0.1,56,251,95
464612,Point Cook Homestay with Private Bathroom,2309055,Serena And KC,,Wyndham,-37.90042,144.72496,Private room,53,4,57,28/02/19,0.69,1,263,89
466494,"BOUTIQUE STAYS - Victorian Vogue, Pet Friendly",760849,Boutique Stays Accommodation Group,,Yarra,-37.81724,145.00899,Entire home/apt,594,5,3,02/08/16,0.07,56,215,95
466732,"Bayside Architect Designed Building, Pet Friendly",760849,Boutique Stays Accommodation Group,,Port Phillip,-37.8879,144.98601,Entire home/apt,305,5,3,05/02/19,0.74,56,338,85
467028,Carlton Victoria / own bathroom,943036,Lucy,,Melbourne,-37.80125,144.95747,Private room,96,2,221,12/03/19,2.65,1,361,98
467125,New apartment in Melbourne's west,1583957,Tom,,Maribyrnong,-37.78144,144.87804,Entire home/apt,115,4,51,19/04/16,0.65,1,139,93
475855,Northside in Preston + wifi,2358976,Kirsten,,Darebin,-37.73242,144.98809,Private room,52,1,73,28/02/19,0.88,1,361,93
479281,"BOUTIQUE STAYS - Brighton Rose, Pet Friendly",760849,Boutique Stays Accommodation Group,,Bayside,-37.90883,144.99077,Entire home/apt,402,5,3,24/02/19,0.15,56,215,100
479333,"BOUTIQUE STAYS - Clifton Park, 5km from the CBD",760849,Boutique Stays Accommodation Group,,Yarra,-37.78643,145.0018,Entire home/apt,402,5,7,31/03/19,0.15,56,304,83
479472,"BOUTIQUE STAYS - Sandyside 2, Pet Friendly unit",760849,Boutique Stays Accommodation Group,,Bayside,-37.95231,145.01173,Entire home/apt,366,5,4,20/01/19,0.08,56,282,100
479736,Belsize Garden Apartment St Kilda,223256,Barbara,,Port Phillip,-37.86947,144.99643,Private room,120,2,51,10/11/18,0.67,2,98,95
483719,Quiet Studio Next to Train Station,9082,Dennis,,Banyule,-37.74209,145.06541,Private room,61,1,24,08/12/18,0.3,1,282,93
488819,Brunswick St at your doorstep,1583912,Dave,,Yarra,-37.80306,144.9767,Entire home/apt,149,4,3,15/11/15,0.04,1,0,93
491993,Smart Caulfield Townhouse,1710397,Darryl,,Glen Eira,-37.89716,145.0305,Entire home/apt,326,3,5,25/09/18,0.11,33,294,91
492022,"BOUTIQUE STAYS - Sandy Haven A, Pet Friendly",760849,Boutique Stays Accommodation Group,,Bayside,-37.94706,145.00228,Entire home/apt,402,5,1,23/08/18,0.13,56,286,81
492071,"BOUTIQUE STAYS - Sandy Haven C, Pet Friendly",760849,Boutique Stays Accommodation Group,,Bayside,-37.94889,145.00405,Entire home/apt,450,5,7,24/01/19,0.14,56,278,91
496502,Budget-friendly double room,2453853,Airdrie,,Moreland,-37.75571,144.97173,Private room,30,2,233,20/03/19,2.85,1,86,100
501143,Beautiful Little House In St. Kilda,2473007,Lisa-Marie,,Port Phillip,-37.86569,144.9788,Private room,120,2,24,29/10/18,0.29,1,364,88
506491,"Relax! Private, Stylish Loft & Spa!",2496901,Maureen,,Whitehorse,-37.8433,145.13555,Private room,77,2,71,28/07/17,0.89,1,67,100
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,,Boroondara,-37.79363,145.08471,Private room,45,1,1,04/03/19,0.83,5,345,93
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,,Boroondara,-37.794,145.0835,Private room,39,1,3,12/11/18,0.22,5,342,95
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,,Boroondara,-37.79546,145.08345,Private room,39,1,3,07/04/19,0.34,5,342,100
509326,home away from home,2509807,Rob,,Whittlesea,-37.68273,145.02837,Private room,114,1,0,,,1,365,90
513766,Guest room in a big house,2531069,Sanjeev,,Casey,-38.06865,145.33427,Private room,70,1,0,,,1,365,90
515607,Quiet modern home 1,2539832,Craig,,Wyndham,-37.88858,144.63699,Private room,30,2,45,16/02/19,0.7,2,354,85
519819,Funky Paris end of Collins Street apartment,2558288,Alan,,Melbourne,-37.81456,144.974,Entire home/apt,167,2,30,25/03/19,0.38,3,203,91
524247,Mitford Street Elwood Lifestyle,1710397,Darryl,,Port Phillip,-37.87652,144.98398,Entire home/apt,412,3,18,19/01/19,0.25,33,285,100
524570,Private En suite room in  Yarra Glen Town house,2579341,Theresa,,Yarra Ranges,-37.65517,145.37551,Private room,80,1,133,25/03/19,1.75,1,91,98
529300,St Kilda 1 Bedroom Apartment,2600707,Alan,,Port Phillip,-37.8631,144.98392,Entire home/apt,93,1,9,12/11/15,0.13,3,298,93
529321,St Kilda Studio in Redan St,2600707,Alan,,Port Phillip,-37.85957,144.98918,Entire home/apt,62,1,6,07/12/15,0.08,3,330,87
529339,Luxury Penthouse Near StKilda & CBD,2600707,Alan,,Port Phillip,-37.847,144.96214,Private room,180,3,6,17/03/15,0.08,3,365,100
531324,Home away from home 欢迎回家,2581091,Marta,,Darebin,-37.72954,145.02915,Private room,70,1,10,26/02/19,0.56,1,179,93
532347,B&B Guest House with Pool Room 1,2616259,Peter,,Glen Eira,-37.89248,145.07546,Private room,72,2,27,11/03/19,0.36,4,326,93
535813,Smart Artz Gallery - Venue Hire,2633177,Sharon,,Melbourne,-37.81408,144.96933,Private room,1649,1,0,,,2,365,92
542188,Oberon Stylish Art Deco,223256,Barbara,,Port Phillip,-37.87212,144.98313,Entire home/apt,139,1,63,04/04/19,0.84,2,78,90
546849,Private Room with Courtyard 5/45,2027601,Bill,,Stonnington,-37.88351,145.06103,Private room,45,3,25,07/01/19,0.31,14,92,86
550716,"(9) City-edge 2bd apt, killer views",1612516,Haydn,,Melbourne,-37.81088,144.98068,Entire home/apt,286,14,0,,,6,90,97
552797,Stylish Fitzroy Apartment with Cool Brick Arches,2716860,Jess And Kristy,,Yarra,-37.80453,144.97793,Entire home/apt,108,2,52,08/03/19,1.27,1,40,83
554087,"Fabulous house, fabulous ST KILDA",2707723,Marjolein,,Port Phillip,-37.85742,144.97478,Private room,125,2,25,17/02/19,0.31,1,0,83
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,,Melbourne,-37.81752,144.96523,Entire home/apt,190,3,109,22/12/18,1.35,4,271,88
564734,Executive Elwood Apartment,1710397,Darryl,,Port Phillip,-37.88232,144.98473,Entire home/apt,326,3,3,18/10/17,0.07,33,0,100
565813,Bright & spacious home stay,2002047,Ely,,Port Phillip,-37.86409,145.00235,Private room,53,4,19,18/02/19,0.27,2,363,88
567486,Spacious modern studio ,2792235,Sara,,Boroondara,-37.8344,145.03488,Private room,75,30,13,13/03/19,0.16,1,363,93
567941,"Elegant Victorian, Spacious Room",2794092,Caleb & Jocelyn,,Yarra,-37.80201,144.98757,Private room,84,1,53,16/03/19,0.67,1,364,85
571502,Simple but clean and secure room in Carlton!,2812963,Medley,,Melbourne,-37.80686,144.96671,Private room,80,3,15,14/02/19,0.23,5,0,82
591772,HEART of CBD - Location with Quality,2921365,Vivian,,Melbourne,-37.81128,144.96198,Private room,65,3,141,07/03/19,1.87,1,81,99
592162,Right in the heart of the City!,2922619,Dean,,Melbourne,-37.81689,144.95372,Entire home/apt,160,20,52,05/03/19,0.65,1,16,99
603007,Room near Botanic Gardens,2705870,Lindsay,,Melbourne,-37.83056,144.98711,Private room,51,1,6,17/03/19,2.28,1,0,96
607674,Edna Walling Cottage (Heritage) ,2558288,Alan,,Yarra Ranges,-37.88388,145.36184,Entire home/apt,167,2,6,03/11/14,0.09,3,365,98
609602,Spacious rm for you or couple 3/43,2027601,Bill,,Stonnington,-37.88333,145.06241,Private room,49,7,33,02/01/19,0.43,14,6,73
614259,Stylish South Yarra Apartment,2793499,Luxuria Property Group,,Stonnington,-37.8394,144.99607,Entire home/apt,80,3,44,23/03/19,1.76,4,0,94
621155,Picture Perfect Oasis Richmond ,355966,Jas,,Yarra,-37.82148,144.99429,Entire home/apt,106,14,1,16/09/13,0.01,3,0,100
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,,Port Phillip,-37.84181,144.93759,Private room,65,3,103,27/03/19,1.29,2,249,91
628370,Close to Beach and City - Sleeps 4,2150180,Janine,,Port Phillip,-37.84188,144.94253,Entire home/apt,175,20,22,14/03/19,0.27,2,125,90
